,content,sentiment,Proc_Tweet
2336,body will stop modi become for more years you just dream kejriwal indian vote only religious basis not developmentjobshealthy lifestyle infrastructure standard living educationsocial justice brotherhoodonly politics will win only religious basis,1.0,body stop mode become year dream kejriwal indian vote religious basis developmentjobshealthy lifestyle infrastructure standard live educationsocial justice brotherhoodonly politics win religious basis
2337,hey namo fans join the chowkidar movement and buy this amazing merchandise keep modi where belongs ,1.0,hey name fan join chowkidar movement buy amazing merchandise keep mode belongs
2338,this page itself shows modi did thingsnot like congress who did scams and ate peoples money,0.0,page show mode thingsnot like congress scar eat people money
2339,"corrected modi sold tea for two rupees
now his bhakts sell themselves for two rupees ",0.0,correct mode sell tea two rupeesnow shaft sell two ruble
2340,modi again for lynching ,0.0,mode lunching
2341,hahahaha you are just saying names baby work here modi’ government nothing done mere gauv mai bhi road saal pahle bani thi bijli katuti nahi hai aur india electricity sell karta hai baby sell new neculear power plant signed with ,-1.0,ahahah say name baby work mode government nothing do mere gaul may hi road seal pale bank bill katuti nasi india electricity sell carta baby sell new peculiar power plant sign
2342,modi better finisher than dhoni ,1.0,mode well finish
2343,wonderboy  you mean uneducated lout becoming politically active using his jailed dad’ illgotten wealth are you wondering that such person still out jail modified new india chara jageh gobar kha liye hain kya ,1.0,wonderboy mean educate lout become politically active use jailed dad illgotten wealth wonder person still jail modify new india charm age goal ha like pain ka
2344,‘modi government’ track record splendid nda cleaned upa’ mess’ noted economist arvind panagariya via ,1.0,mode government track record splendid nd clean mess noted economist around panagariya via
2345,"dont know how the current congress president last time believed modi and what did keep fooling
you also need agree this that dont need which keeps lying and speaks without factsdoesnt order investigation there charge",0.0,dont know current congress president last time believe mode keep foolingyou also need agree dont need keep lie speaks without factsdoesnt order investigation charge
2346,clearly show the upbringing background this individual and like him who abusing but not criticising for governmentmodi shortcomings any the frustration imminent defeat visible,1.0,clearly show upbringing background individual like abuse criticise governmentmodi shortcoming frustration imminent defeat visible
2347,justice for reena and raveena narendra modi sushma swaraj — feeling sad,-1.0,justice raven narendra mode sasha swarm feeling sad
2348,"unqualified unambiguous these questions your turn rohit kumars letter friend whos modi supporter does not move you afraid you havent understood the principles this country was built and you are not friend
",-1.0,unqualified ambiguous question turn ohio rumor letter friend mode supporter move afraid understood principle country build friend
2349,few days before the fake news being give land chattisgarh for mining was out but can you ppl please provide information about the sez power project jharkhand ,-1.0,day face news give land chattisgarh mining pp please provide information sez power project jharkhand
2350,under seems too willing polarise the country the extent dividing vertically ,1.0,seem willing polarise country extent divide vertically
2351,can guide where can find data for education spend modi upa need confront congi,0.0,guide find data education spend mode need confront cong
2352,this news has not been confirmed modi has done lot for environment bcoz which national geographic greendesk report has placed india top modi was most influential spokesperson 2015 cop summit paris held for environment,1.0,news confirm mode do lot environment boy national geographic greendesk report place india top mode influential spokesperson 2015 cop summit paris hold environment
