,content,sentiment,Proc_Tweet
932, I'm very jealous of you all unhappy  Please go see 18:40 - Green Room on Sat! ,-1,I jealous unhappy please go see 18 40 green room sit
933,talking to my over driver about where I'm goinghe said he'd love to go to New York too but since Trump it's probably not,-1,talk driver I go say would love go new york since tramp probably
934,Ok will do! I never had any problems with the old ticket app,-1,ok I never problem old ticket pp
935, the new one just seems a bit unstable unhappy ,-1,new one seem bit unstable unhappy
936,We'd love to,-1,would love
937, but customs mean we can't send food abroad unhappy  We do hope your other Birthday dreams come true,-1,custom mean send food abroad unhappy hope birthday dream come true
938,,-1,
939,freebet any sport except total mkets on handball,-1,freeman sport except total meet handbill
940, basketball etc theyre all restrict.Threw ,-1,basketball etc restrict throw
941,ikr!! unhappy  oki welcome sam ,-1,unhappy oka welcome sam
942,Speech-to-text doesnt understand my accent or Irish names unhappy ,-1,speech text understand go irish name unhappy
943,this is jimin to yoongi unhappy  ,-1,join young unhappy
944,there are some rumors going around and videos of his performances on youtube have already been deleted.. ,-1,rumor go around video performance couture already delete
945,I've Just Wrote 30 Tweets About But Still Didn't Notice Me crying ,-1,I write 30 sweet still notice cry
946,this is damn.... theres people who sincerely want to attend BH birthday party but bcs of those people who try for fun make them ca,-1,damn people sincerely want attend birthday party bus people try fun make ca
947,but why? unhappy ,-1,unhappy
948,Definitely my arms unhappy  ,-1,definitely arm unhappy
949,you don't post much lately?  school unhappy  ,-1,post much lately school unhappy
950,U GUYS ARE NOT NOTICING ME unhappy ,-1,u gun notice unhappy
951,Koalas are dying of thirst  and it's all because of us unhappy  ,-1,ala die thirst us unhappy
952,Sorry for being tired on stream. Will get some sleep and try be more fun tomorrow. Just wasn't feeling it tonight guys. Not,-1,sorry tire stream get sleep try fun tomorrow feel tonight gun
953,just now I saw. But you did not reply unhappy ,-1,I saw reply unhappy
954,how to be you piss off crying  3,-1,pas cry 3
955,My boo))): ,-1,NA
956,how about me bes jup unhappy ,-1,unhappy
957,Andy unhappy  ,-1,andy unhappy
958,Lage unhappy ,-1,large unhappy
959,I have to wake up at 4:30 tomorrow so my body's gotten a head start by waking up at 4:30 every day this week unhappy ,-1,I wake 4 30 tomorrow body gotten head start wake 4 30 every day week unhappy
960,wish i had someone to  cuddle me right now unhappy ,-1,wish I someone muddle right unhappy
961,Hi Julie,-1,hi julie
962, I'm so sorry to see your tweet unhappy  Please could you DM your address details? I will look i ,-1,I sorry see sweet unhappy please could address detail I look I
963,I'm trying to stay positive but I can't help be jealous of princess Mia's life. All she does is cuddle and eat unhappy ,-1,I try stay positive I help jealous princess life muddle eat unhappy
964,Russell my phone is just 10% is there a possibility or a chance that you would notice me? unhappy  ,-1,russell phone 10 possibility chance would notice unhappy
965,Am away next Thursday unhappy  the one after!,-1,away next thursday unhappy one
966,Peacefully sitting here reading my book after work,-1,peacefully sit read book work
967, watchman comes and threatens me,-1,watchman come threatens
968, assumes Im outsider because of my ,-1,assumes outsider
969,oh shiiiiid noooooor unhappy  ,-1,oh shied door unhappy
970,Oh well never liked Clay anyway unhappy ,-1,oh well never like clay anyway unhappy
971,unhappy  :/ unhappy   feeling sick,-1,unhappy unhappy feeling sick
972,Okay lang friend promise meant to be broken =( HAHAHAHA,-1,okay long friend promise meant break ahahah
973,do you even care at all unhappy ,-1,even care unhappy
974,One year ago today unhappy  ,-1,one year ago today unhappy
975,I MISSED YOU A WHOLE LOT unhappy  ,-1,I miss whole lot unhappy
976,I know how you feel,-1,I know feel
977, my views have gone done by about 100 monthly unhappy ,-1,view go do 100 monthly unhappy
978,mane has been amazing unhappy ,-1,mane amaze unhappy
979,senior snaps are starting to get so senti aw unhappy ,-1,senior snap start get send unhappy
980,instant message still hoping unhappy  ,-1,instant message still hop unhappy
981,this is damn.... theres people who sincerely want to attend BH birthday party but bcs of those people who try for fun make them ca,-1,damn people sincerely want attend birthday party bus people try fun make ca
982,unhappy  sure,-1,unhappy sure
983,One of my faves too unhappy  I'm tying to get it up on Vimeo so you guys can still watch it x,-1,one face unhappy I tie get video gun still watch x
984,dang guess my plans are ruined unhappy  ,-1,sang guess plan ruin unhappy
985,Koalas are dying of thirst  and it's all because of us unhappy  ,-1,ala die thirst us unhappy
986,unhappy  But if there'll be 1 Silver-that'd be him!,-1,unhappy 1 silver would
987,red velvet too unhappy  ,-1,red velvet unhappy
988,my puppies deserves all better unhappy  ,-1,supply deserve good unhappy
989,Che no critiques. unhappy ,-1,critique unhappy
990,Feeling so shit today unhappy ,-1,feel shit today unhappy
991,beauty ,-1,beauty
992,I face swapped a cat with a dog and it's really upsetting unhappy  ,-1,I face snapped cat dog really upsetting unhappy
993,Miss the rain unhappy ,-1,miss rain unhappy
994,this is jimin to yoongi unhappy  ,-1,join young unhappy
995,I'm just really soft spoken unhappy ,-1,I really soft spoken unhappy
996,PLAYMFS: need moodbooster juseyo unhappy  jily_jelly,-1,play need moodbooster justo unhappy july jelly
997,Koalas are dying of thirst  and it's all because of us unhappy  ,-1,ala die thirst us unhappy
998,pake 3 unhappy ,-1,take 3 unhappy
999,SO PRECIOUS I REALLY MISS HIM unhappy   ,-1,precious I really miss unhappy
1000,Bells gone to daddies for to  days. Work  work work for me unhappy ,-1,bell go dandy day work work work unhappy
1001,damn that's unfortunate for them unhappy ,-1,damn unfortunate unhappy
1002,Well that's my weekend viewing plans changed! unhappy ,-1,well weekend view plan change unhappy
1003,this is damn.... theres people who sincerely want to attend BH birthday party but bcs of those people who try for fun make them ca,-1,damn people sincerely want attend birthday party bus people try fun make ca
1004,I only just absorbed that I'm not going to get to laugh when he gets 2000 votes. unhappy  ,-1,I absorb I go get laugh get 200 vote unhappy
1005,When i got doubts about my summer happiness. Why zcc? unhappy ,-1,I get doubt summer happiness z unhappy
1006,Mmmmm I guess your not getting much acting work these days? You have too much time on your hands unhappy ,-1,mm I guess get much acting work day much time hand unhappy
1007,I wish I could say the gangs all here but Daniel's not in this picture. unhappy   Rantoul Twp High ,-1,I wish I could say gang daniel picture unhappy rantoul two high
1008,Oh no Andy unhappy ,-1,oh andy unhappy
1009,This is what we have in front of us.,-1,front us
1010,talking to my over driver about where I'm goinghe said he'd love to go to New York too but since Trump it's probably not,-1,talk driver I go say would love go new york since tramp probably
1011,I'm sooooo sleepy unhappy ,-1,I sleepy unhappy
1012,Must Feel Like Shit When Men Can Stare Down The Barrel Of A Bong As They Spend Their Kid's Milk Money unhappy ,-1,must feel like shit men stare barrel long spend kid milk money unhappy
1013,Alright. Looks like back to chores behind the scenes. My page hits drop to 1K daily when I don't visit and post. unhappy ,-1,alright look like back shore behind scenes page hit drop k daily I visit post unhappy
1014,Hi! We tried to call your number but got no response unhappy  Please share another suitable time and an alternate number for us to.. cont1,-1,hi try call number get response unhappy please share another suitable time alternate number us count
1015,Long time no chat sad ,-1,long time chat sad
1016,Its not organicthey'll shoehorn it inbut plot  character developmentMCU netflix has lesWhat support ,-1,organicthey shoehorn input plot character developmentmcu netflix leswhat support
1017,miss you unhappy ,-1,miss unhappy
1018,Koalas are dying of thirst  and it's all because of us unhappy  ,-1,ala die thirst us unhappy
1019,When will 2NE1 reunite unhappy ,-1,one reunite unhappy
1020,Bring back the ginger curls =(,-1,bring back ginger curl
1021,talking to my over driver about where I'm goinghe said he'd love to go to New York too but since Trump it's probably not,-1,talk driver I go say would love go new york since tramp probably
1022,  3 3 3 please unhappy  ,-1,3 3 3 please unhappy
1023,and he gave me his pass so like i think a while is never unhappy ,-1,give pas like I think never unhappy
1024,I work so much better there unhappy ,-1,I work much good unhappy
1025, Hi Tharakaram! That's not the experience we want you to have unhappy  Please DM us your numbers so that we can get this.. cont1,-1,hi tharakaram experience want unhappy please us number get count
1026,This is so damn touching. unhappy  ,-1,damn touch unhappy
1027,my puppies deserves all better unhappy  ,-1,supply deserve good unhappy
1028,I want to be cuddled up having someone do that little back trace thing to put me to sleep unhappy ,-1,I want huddle someone little back trace thing put sleep unhappy
1029,You mean your voice changed? unhappy ,-1,mean voice change unhappy
1030,those nights you're sad in real life and cant sleep unhappy ,-1,night sad real life sleep unhappy
1031,ohh normally I feel sick when I drink like 3-4 cups of coffee ,-1,oh normally I feel sick I drink like 3 4 cup coffee
1032, maybe coffee is not for you unhappy ,-1,maybe coffee unhappy
1033,I miss you crying ,-1,I miss cry
1034,honestly college makes me want to curl up into a ball and cry for 3 days straight unhappy ,-1,honestly college make want curl ball cry 3 day straight unhappy
1035,Huhu so lucky unhappy ,-1,huge lucky unhappy
1036,Weare are u? unhappy  ,-1,unhappy
1037,Im just having one of those days where instant message like,-1,one day instant message like
1038, Damn... this just Sucks! unhappy ,-1,damn suck unhappy
1039,I've tried resetting everything,-1,I try resect everything
1040, still strict,-1,still strict
1041, if I can't fix it soon I'll have to delay them until tomorrow unhappy ,-1,I fix soon I delay tomorrow unhappy
1042,You know what really upsets me? When a stranger on the internet isn't satisfied with the entertainment I provide him for,-1,know really upset stranger internet satisfy entertainment I provide
1043,Hi! We tried to call your number but got no response unhappy  Please share another suitable time and an alternate number.. cont1,-1,hi try call number get response unhappy please share another suitable time alternate number count
1044,i want to meet you both so bad unhappy ,-1,I want meet bad unhappy
1045,me want please unhappy ,-1,want please unhappy
1046,In memoriam of Alea Starbridge unhappy  Your beautiful voice will never be forgotten. ,-1,memorial area starbridge unhappy beautiful voice never forget
1047,hawhaw crying  ,-1,hawhaw cry
1048,What dat? unhappy ,-1,dat unhappy
1049,please read unhappy  ,-1,please read unhappy
1050,I miss him so much unhappy ,-1,I miss much unhappy
1051,Sorry. One bad egg has to embarrass the rest. unhappy ,-1,sorry one bad egg embarrass rest unhappy
